round,group,name,i__agg_log,li,lr,money__agg_log,r__agg_log
25,agent,agent1,1.0,1.0,25.0,2.600000000000001,25.0
25,agent,agent2,2.0,2.0,25.0,2.600000000000001,25.0
25,agent,agent3,3.0,3.0,25.0,2.600000000000001,25.0
25,agent,agent4,4.0,4.0,25.0,2.600000000000001,25.0
25,agent,agent5,5.0,5.0,25.0,2.600000000000001,25.0
25,agent,agent6,6.0,6.0,25.0,2.600000000000001,25.0
25,agent,agent7,7.0,7.0,25.0,2.600000000000001,25.0
25,agent,agent8,8.0,8.0,25.0,2.600000000000001,25.0
25,agent,agent9,9.0,9.0,25.0,2.600000000000001,25.0
26,agent,agent0,0.0,0.0,26.0,2.700000000000001,26.0
26,agent,agent1,1.0,1.0,26.0,2.700000000000001,26.0
26,agent,agent2,2.0,2.0,26.0,2.700000000000001,26.0
26,agent,agent3,3.0,3.0,26.0,2.700000000000001,26.0
26,agent,agent4,4.0,4.0,26.0,2.700000000000001,26.0
26,agent,agent5,5.0,5.0,26.0,2.700000000000001,26.0
26,agent,agent6,6.0,6.0,26.0,2.700000000000001,26.0
26,agent,agent7,7.0,7.0,26.0,2.700000000000001,26.0
26,agent,agent8,8.0,8.0,26.0,2.700000000000001,26.0
26,agent,agent9,9.0,9.0,26.0,2.700000000000001,26.0
27,agent,agent0,0.0,0.0,27.0,2.800000000000001,27.0
27,agent,agent1,1.0,1.0,27.0,2.800000000000001,27.0
27,agent,agent2,2.0,2.0,27.0,2.800000000000001,27.0
27,agent,agent3,3.0,3.0,27.0,2.800000000000001,27.0
27,agent,agent4,4.0,4.0,27.0,2.800000000000001,27.0
27,agent,agent5,5.0,5.0,27.0,2.800000000000001,27.0
27,agent,agent6,6.0,6.0,27.0,2.800000000000001,27.0
27,agent,agent7,7.0,7.0,27.0,2.800000000000001,27.0
27,agent,agent8,8.0,8.0,27.0,2.800000000000001,27.0
27,agent,agent9,9.0,9.0,27.0,2.800000000000001,27.0
28,agent,agent0,0.0,0.0,28.0,2.9000000000000012,28.0
28,agent,agent1,1.0,1.0,28.0,2.9000000000000012,28.0
28,agent,agent2,2.0,2.0,28.0,2.9000000000000012,28.0
28,agent,agent3,3.0,3.0,28.0,2.9000000000000012,28.0
28,agent,agent4,4.0,4.0,28.0,2.9000000000000012,28.0
28,agent,agent5,5.0,5.0,28.0,2.9000000000000012,28.0
28,agent,agent6,6.0,6.0,28.0,2.9000000000000012,28.0
28,agent,agent7,7.0,7.0,28.0,2.9000000000000012,28.0
28,agent,agent8,8.0,8.0,28.0,2.9000000000000012,28.0
28,agent,agent9,9.0,9.0,28.0,2.9000000000000012,28.0
29,agent,agent0,0.0,0.0,29.0,3.0000000000000013,29.0
29,agent,agent1,1.0,1.0,29.0,3.0000000000000013,29.0
29,agent,agent2,2.0,2.0,29.0,3.0000000000000013,29.0
29,agent,agent3,3.0,3.0,29.0,3.0000000000000013,29.0
29,agent,agent4,4.0,4.0,29.0,3.0000000000000013,29.0
29,agent,agent5,5.0,5.0,29.0,3.0000000000000013,29.0
29,agent,agent6,6.0,6.0,29.0,3.0000000000000013,29.0
29,agent,agent7,7.0,7.0,29.0,3.0000000000000013,29.0
29,agent,agent8,8.0,8.0,29.0,3.0000000000000013,29.0
29,agent,agent9,9.0,9.0,29.0,3.0000000000000013,29.0
3,agent,agent0,0.0,0.0,3.0,0.4,3.0
3,agent,agent1,1.0,1.0,3.0,0.4,3.0
3,agent,agent2,2.0,2.0,3.0,0.4,3.0
3,agent,agent3,3.0,3.0,3.0,0.4,3.0
3,agent,agent4,4.0,4.0,3.0,0.4,3.0
3,agent,agent5,5.0,5.0,3.0,0.4,3.0
3,agent,agent6,6.0,6.0,3.0,0.4,3.0
3,agent,agent7,7.0,7.0,3.0,0.4,3.0
3,agent,agent8,8.0,8.0,3.0,0.4,3.0
3,agent,agent9,9.0,9.0,3.0,0.4,3.0
30,agent,agent0,0.0,0.0,30.0,3.1000000000000014,30.0
30,agent,agent1,1.0,1.0,30.0,3.1000000000000014,30.0
30,agent,agent2,2.0,2.0,30.0,3.1000000000000014,30.0
30,agent,agent3,3.0,3.0,30.0,3.1000000000000014,30.0
30,agent,agent4,4.0,4.0,30.0,3.1000000000000014,30.0
30,agent,agent5,5.0,5.0,30.0,3.1000000000000014,30.0
30,agent,agent6,6.0,6.0,30.0,3.1000000000000014,30.0
30,agent,agent7,7.0,7.0,30.0,3.1000000000000014,30.0
30,agent,agent8,8.0,8.0,30.0,3.1000000000000014,30.0
30,agent,agent9,9.0,9.0,30.0,3.1000000000000014,30.0
31,agent,agent0,0.0,0.0,31.0,3.2000000000000015,31.0
31,agent,agent1,1.0,1.0,31.0,3.2000000000000015,31.0
31,agent,agent2,2.0,2.0,31.0,3.2000000000000015,31.0
31,agent,agent3,3.0,3.0,31.0,3.2000000000000015,31.0
31,agent,agent4,4.0,4.0,31.0,3.2000000000000015,31.0
31,agent,agent5,5.0,5.0,31.0,3.2000000000000015,31.0
31,agent,agent6,6.0,6.0,31.0,3.2000000000000015,31.0
31,agent,agent7,7.0,7.0,31.0,3.2000000000000015,31.0
31,agent,agent8,8.0,8.0,31.0,3.2000000000000015,31.0
31,agent,agent9,9.0,9.0,31.0,3.2000000000000015,31.0
32,agent,agent0,0.0,0.0,32.0,3.3000000000000016,32.0
32,agent,agent1,1.0,1.0,32.0,3.3000000000000016,32.0
32,agent,agent2,2.0,2.0,32.0,3.3000000000000016,32.0
32,agent,agent3,3.0,3.0,32.0,3.3000000000000016,32.0
32,agent,agent4,4.0,4.0,32.0,3.3000000000000016,32.0
32,agent,agent5,5.0,5.0,32.0,3.3000000000000016,32.0
32,agent,agent6,6.0,6.0,32.0,3.3000000000000016,32.0
32,agent,agent7,7.0,7.0,32.0,3.3000000000000016,32.0
32,agent,agent8,8.0,8.0,32.0,3.3000000000000016,32.0
32,agent,agent9,9.0,9.0,32.0,3.3000000000000016,32.0
33,agent,agent0,0.0,0.0,33.0,3.4000000000000017,33.0
33,agent,agent1,1.0,1.0,33.0,3.4000000000000017,33.0
33,agent,agent2,2.0,2.0,33.0,3.4000000000000017,33.0
33,agent,agent3,3.0,3.0,33.0,3.4000000000000017,33.0
33,agent,agent4,4.0,4.0,33.0,3.4000000000000017,33.0
33,agent,agent5,5.0,5.0,33.0,3.4000000000000017,33.0
33,agent,agent6,6.0,6.0,33.0,3.4000000000000017,33.0
33,agent,agent7,7.0,7.0,33.0,3.4000000000000017,33.0
33,agent,agent8,8.0,8.0,33.0,3.4000000000000017,33.0
33,agent,agent9,9.0,9.0,33.0,3.4000000000000017,33.0
34,agent,agent0,0.0,0.0,34.0,3.5000000000000018,34.0
34,agent,agent1,1.0,1.0,34.0,3.5000000000000018,34.0
34,agent,agent2,2.0,2.0,34.0,3.5000000000000018,34.0
34,agent,agent3,3.0,3.0,34.0,3.5000000000000018,34.0
34,agent,agent4,4.0,4.0,34.0,3.5000000000000018,34.0
34,agent,agent5,5.0,5.0,34.0,3.5000000000000018,34.0
34,agent,agent6,6.0,6.0,34.0,3.5000000000000018,34.0
34,agent,agent7,7.0,7.0,34.0,3.5000000000000018,34.0
34,agent,agent8,8.0,8.0,34.0,3.5000000000000018,34.0
34,agent,agent9,9.0,9.0,34.0,3.5000000000000018,34.0
35,agent,agent0,0.0,0.0,35.0,3.600000000000002,35.0
35,agent,agent1,1.0,1.0,35.0,3.600000000000002,35.0
35,agent,agent2,2.0,2.0,35.0,3.600000000000002,35.0
35,agent,agent3,3.0,3.0,35.0,3.600000000000002,35.0
35,agent,agent4,4.0,4.0,35.0,3.600000000000002,35.0
35,agent,agent5,5.0,5.0,35.0,3.600000000000002,35.0
35,agent,agent6,6.0,6.0,35.0,3.600000000000002,35.0
35,agent,agent7,7.0,7.0,35.0,3.600000000000002,35.0
35,agent,agent8,8.0,8.0,35.0,3.600000000000002,35.0
35,agent,agent9,9.0,9.0,35.0,3.600000000000002,35.0
36,agent,agent0,0.0,0.0,36.0,3.700000000000002,36.0
36,agent,agent1,1.0,1.0,36.0,3.700000000000002,36.0
36,agent,agent2,2.0,2.0,36.0,3.700000000000002,36.0
36,agent,agent3,3.0,3.0,36.0,3.700000000000002,36.0
36,agent,agent4,4.0,4.0,36.0,3.700000000000002,36.0
36,agent,agent5,5.0,5.0,36.0,3.700000000000002,36.0
36,agent,agent6,6.0,6.0,36.0,3.700000000000002,36.0
36,agent,agent7,7.0,7.0,36.0,3.700000000000002,36.0
36,agent,agent8,8.0,8.0,36.0,3.700000000000002,36.0
36,agent,agent9,9.0,9.0,36.0,3.700000000000002,36.0
37,agent,agent0,0.0,0.0,37.0,3.800000000000002,37.0
37,agent,agent1,1.0,1.0,37.0,3.800000000000002,37.0
37,agent,agent2,2.0,2.0,37.0,3.800000000000002,37.0
37,agent,agent3,3.0,3.0,37.0,3.800000000000002,37.0
37,agent,agent4,4.0,4.0,37.0,3.800000000000002,37.0
37,agent,agent5,5.0,5.0,37.0,3.800000000000002,37.0
37,agent,agent6,6.0,6.0,37.0,3.800000000000002,37.0
37,agent,agent7,7.0,7.0,37.0,3.800000000000002,37.0
37,agent,agent8,8.0,8.0,37.0,3.800000000000002,37.0
37,agent,agent9,9.0,9.0,37.0,3.800000000000002,37.0
38,agent,agent0,0.0,0.0,38.0,3.900000000000002,38.0
38,agent,agent1,1.0,1.0,38.0,3.900000000000002,38.0
38,agent,agent2,2.0,2.0,38.0,3.900000000000002,38.0
38,agent,agent3,3.0,3.0,38.0,3.900000000000002,38.0
38,agent,agent4,4.0,4.0,38.0,3.900000000000002,38.0
38,agent,agent5,5.0,5.0,38.0,3.900000000000002,38.0
38,agent,agent6,6.0,6.0,38.0,3.900000000000002,38.0
38,agent,agent7,7.0,7.0,38.0,3.900000000000002,38.0
38,agent,agent8,8.0,8.0,38.0,3.900000000000002,38.0
38,agent,agent9,9.0,9.0,38.0,3.900000000000002,38.0
39,agent,agent0,0.0,0.0,39.0,4.000000000000002,39.0
39,agent,agent1,1.0,1.0,39.0,4.000000000000002,39.0
39,agent,agent2,2.0,2.0,39.0,4.000000000000002,39.0
39,agent,agent3,3.0,3.0,39.0,4.000000000000002,39.0
39,agent,agent4,4.0,4.0,39.0,4.000000000000002,39.0
39,agent,agent5,5.0,5.0,39.0,4.000000000000002,39.0
39,agent,agent6,6.0,6.0,39.0,4.000000000000002,39.0
39,agent,agent7,7.0,7.0,39.0,4.000000000000002,39.0
39,agent,agent8,8.0,8.0,39.0,4.000000000000002,39.0
39,agent,agent9,9.0,9.0,39.0,4.000000000000002,39.0
4,agent,agent0,0.0,0.0,4.0,0.5,4.0
4,agent,agent1,1.0,1.0,4.0,0.5,4.0
4,agent,agent2,2.0,2.0,4.0,0.5,4.0
4,agent,agent3,3.0,3.0,4.0,0.5,4.0
4,agent,agent4,4.0,4.0,4.0,0.5,4.0
4,agent,agent5,5.0,5.0,4.0,0.5,4.0
4,agent,agent6,6.0,6.0,4.0,0.5,4.0
4,agent,agent7,7.0,7.0,4.0,0.5,4.0
4,agent,agent8,8.0,8.0,4.0,0.5,4.0
4,agent,agent9,9.0,9.0,4.0,0.5,4.0
40,agent,agent0,0.0,0.0,40.0,4.100000000000001,40.0
40,agent,agent1,1.0,1.0,40.0,4.100000000000001,40.0
40,agent,agent2,2.0,2.0,40.0,4.100000000000001,40.0
40,agent,agent3,3.0,3.0,40.0,4.100000000000001,40.0
40,agent,agent4,4.0,4.0,40.0,4.100000000000001,40.0
40,agent,agent5,5.0,5.0,40.0,4.100000000000001,40.0
40,agent,agent6,6.0,6.0,40.0,4.100000000000001,40.0
40,agent,agent7,7.0,7.0,40.0,4.100000000000001,40.0
40,agent,agent8,8.0,8.0,40.0,4.100000000000001,40.0
40,agent,agent9,9.0,9.0,40.0,4.100000000000001,40.0
41,agent,agent0,0.0,0.0,41.0,4.200000000000001,41.0
41,agent,agent1,1.0,1.0,41.0,4.200000000000001,41.0
41,agent,agent2,2.0,2.0,41.0,4.200000000000001,41.0
41,agent,agent3,3.0,3.0,41.0,4.200000000000001,41.0
41,agent,agent4,4.0,4.0,41.0,4.200000000000001,41.0
41,agent,agent5,5.0,5.0,41.0,4.200000000000001,41.0
41,agent,agent6,6.0,6.0,41.0,4.200000000000001,41.0
41,agent,agent7,7.0,7.0,41.0,4.200000000000001,41.0
41,agent,agent8,8.0,8.0,41.0,4.200000000000001,41.0
41,agent,agent9,9.0,9.0,41.0,4.200000000000001,41.0
42,agent,agent0,0.0,0.0,42.0,4.300000000000001,42.0
42,agent,agent1,1.0,1.0,42.0,4.300000000000001,42.0
42,agent,agent2,2.0,2.0,42.0,4.300000000000001,42.0
42,agent,agent3,3.0,3.0,42.0,4.300000000000001,42.0
42,agent,agent4,4.0,4.0,42.0,4.300000000000001,42.0
42,agent,agent5,5.0,5.0,42.0,4.300000000000001,42.0
42,agent,agent6,6.0,6.0,42.0,4.300000000000001,42.0
42,agent,agent7,7.0,7.0,42.0,4.300000000000001,42.0
42,agent,agent8,8.0,8.0,42.0,4.300000000000001,42.0
42,agent,agent9,9.0,9.0,42.0,4.300000000000001,42.0
43,agent,agent0,0.0,0.0,43.0,4.4,43.0
43,agent,agent1,1.0,1.0,43.0,4.4,43.0
43,agent,agent2,2.0,2.0,43.0,4.4,43.0
43,agent,agent3,3.0,3.0,43.0,4.4,43.0
43,agent,agent4,4.0,4.0,43.0,4.4,43.0
43,agent,agent5,5.0,5.0,43.0,4.4,43.0
43,agent,agent6,6.0,6.0,43.0,4.4,43.0
43,agent,agent7,7.0,7.0,43.0,4.4,43.0
43,agent,agent8,8.0,8.0,43.0,4.4,43.0
43,agent,agent9,9.0,9.0,43.0,4.4,43.0
44,agent,agent0,0.0,0.0,44.0,4.5,44.0
44,agent,agent1,1.0,1.0,44.0,4.5,44.0
44,agent,agent2,2.0,2.0,44.0,4.5,44.0
44,agent,agent3,3.0,3.0,44.0,4.5,44.0
44,agent,agent4,4.0,4.0,44.0,4.5,44.0
44,agent,agent5,5.0,5.0,44.0,4.5,44.0
44,agent,agent6,6.0,6.0,44.0,4.5,44.0
44,agent,agent7,7.0,7.0,44.0,4.5,44.0
44,agent,agent8,8.0,8.0,44.0,4.5,44.0
44,agent,agent9,9.0,9.0,44.0,4.5,44.0
45,agent,agent0,0.0,0.0,45.0,4.6,45.0
45,agent,agent1,1.0,1.0,45.0,4.6,45.0
45,agent,agent2,2.0,2.0,45.0,4.6,45.0
45,agent,agent3,3.0,3.0,45.0,4.6,45.0
45,agent,agent4,4.0,4.0,45.0,4.6,45.0
45,agent,agent5,5.0,5.0,45.0,4.6,45.0
45,agent,agent6,6.0,6.0,45.0,4.6,45.0
45,agent,agent7,7.0,7.0,45.0,4.6,45.0
45,agent,agent8,8.0,8.0,45.0,4.6,45.0
45,agent,agent9,9.0,9.0,45.0,4.6,45.0
46,agent,agent0,0.0,0.0,46.0,4.699999999999999,46.0
46,agent,agent1,1.0,1.0,46.0,4.699999999999999,46.0
46,agent,agent2,2.0,2.0,46.0,4.699999999999999,46.0
46,agent,agent3,3.0,3.0,46.0,4.699999999999999,46.0
46,agent,agent4,4.0,4.0,46.0,4.699999999999999,46.0
46,agent,agent5,5.0,5.0,46.0,4.699999999999999,46.0
46,agent,agent6,6.0,6.0,46.0,4.699999999999999,46.0
46,agent,agent7,7.0,7.0,46.0,4.699999999999999,46.0
46,agent,agent8,8.0,8.0,46.0,4.699999999999999,46.0
46,agent,agent9,9.0,9.0,46.0,4.699999999999999,46.0
47,agent,agent0,0.0,0.0,47.0,4.799999999999999,47.0
47,agent,agent1,1.0,1.0,47.0,4.799999999999999,47.0
47,agent,agent2,2.0,2.0,47.0,4.799999999999999,47.0
47,agent,agent3,3.0,3.0,47.0,4.799999999999999,47.0
47,agent,agent4,4.0,4.0,47.0,4.799999999999999,47.0
47,agent,agent5,5.0,5.0,47.0,4.799999999999999,47.0
47,agent,agent6,6.0,6.0,47.0,4.799999999999999,47.0
